SEED T1,KADJ O T1,KADJ D T1,KADJ EM T1,BADJ O T1,BADJ D T1,BADJ EM T1,BARTHAG T1,WIN% T1,EXP T1,TALENT T1,ELITE SOS T1,SEED T2,KADJ O T2,KADJ D T2,KADJ EM T2,BADJ O T2,BADJ D T2,BADJ EM T2,BARTHAG T2,WIN% T2,EXP T2,TALENT T2,ELITE SOS T2,WINNER
2,122.274,96.8491,25.4253,121.4,97.1,24.3,0.929,70.0,1.963,71.659,39.398,15,108.656,107.44,1.21622,107.5,106.7,0.8,0.522,56.52174,1.496,1.124,16.652,1
1,118.957,88.3445,30.6122,117.4,90.8,26.6,0.951,79.31034,1.627,73.109,40.223,16,107.143,105.525,1.6183,106.1,103.7,2.4,0.565,63.15789,1.77,8.771,8.855,0
8,110.416,86.6625,23.7539,108.9,88.3,20.6,0.918,84.61538,2.231,11.054,16.033,9,113.332,94.783,18.5494,112.7,95.6,17.1,0.869,68.0,2.51,51.343,29.468,0
5,108.804,87.7414,21.0624,108.5,88.2,20.3,0.916,69.23077,1.471,75.912,29.656,12,109.326,99.1533,10.1728,109.1,98.4,10.7,0.766,57.14286,2.035,34.182,34.218,1
4,110.059,91.2923,18.7671,109.0,92.2,16.8,0.873,71.42857,1.061,61.902,36.37,13,110.143,101.773,8.37002,109.1,100.8,8.3,0.713,79.16667,1.736,3.795,9.801,0
6,110.835,89.5391,21.296,111.3,89.3,22.0,0.926,84.61538,2.399,26.167,18.796,11,113.82,97.5937,16.2268,112.2,97.3,14.9,0.837,64.0,1.527,64.21,28.455,1
3,116.128,95.8073,20.3206,115.1,94.9,20.2,0.902,66.66667,1.787,44.317,34.198,14,100.165,96.2694,3.89559,98.1,96.1,2.0,0.559,75.0,1.69,5.5,13.166,0
7,106.87,90.7046,16.1652,105.1,90.5,14.6,0.848,69.56522,1.794,59.066,32.216,10,108.651,90.5084,18.1428,106.6,91.9,14.7,0.846,57.69231,1.953,55.802,38.152,1
2,118.922,90.1017,28.8202,119.0,89.4,29.6,0.964,88.46154,1.843,57.911,18.87,15,100.852,99.4794,1.37289,99.1,99.6,-0.5,0.486,73.07692,2.036,2.192,12.128,0
1,126.111,89.4872,36.6241,125.3,89.6,35.7,0.979,100.0,1.528,80.761,24.19,8,111.427,94.7836,16.6439,111.1,94.6,16.5,0.864,60.0,2.102,32.322,32.105,0
5,114.87,93.5652,21.3051,114.2,94.1,20.1,0.903,71.42857,2.215,57.988,30.082,13,113.002,101.888,11.1142,111.8,101.0,10.8,0.763,68.18182,1.43,6.606,16.438,0
6,112.883,90.6583,22.2245,113.3,90.2,23.1,0.932,75.86207,1.679,47.985,32.675,3,109.615,88.5839,21.0313,108.7,90.2,18.5,0.895,70.37037,1.46,80.676,36.237,0
7,114.453,96.7728,17.6799,114.0,96.1,17.9,0.877,76.92308,2.265,49.314,31.097,2,123.496,94.5925,28.9031,123.7,96.5,27.2,0.946,72.41379,1.656,61.215,36.806,0
1,119.434,88.6425,30.7915,117.7,90.8,26.9,0.952,83.33333,2.078,66.856,35.087,8,119.771,100.181,19.5899,119.0,99.8,19.2,0.883,66.66667,1.064,83.74,31.962,0
5,114.417,92.7358,21.6816,115.4,91.7,23.7,0.934,73.33333,2.245,48.237,32.71,4,116.442,94.3726,22.0698,117.2,93.7,23.5,0.929,72.72727,1.949,53.523,27.679,1
11,113.403,97.4859,15.9175,114.2,96.2,18.0,0.878,65.38462,1.376,82.595,34.379,14,103.047,92.9196,10.1273,101.1,92.5,8.6,0.735,82.6087,2.228,0.2,9.607,0
10,110.916,92.1984,18.7175,110.0,94.2,15.8,0.856,53.57143,1.869,67.127,36.317,2,111.722,86.734,24.9876,110.7,88.6,22.1,0.928,80.0,1.841,70.27,31.992,1
1,123.265,93.7679,29.4969,123.4,93.5,29.9,0.961,91.66667,1.967,57.416,27.876,9,112.522,89.8672,22.6545,111.4,90.3,21.1,0.918,58.62069,2.316,55.41,37.996,0
5,118.602,95.984,22.6184,118.5,97.2,21.3,0.907,72.72727,1.829,73.753,30.52,13,105.362,93.6646,11.6975,103.8,94.0,9.8,0.758,64.0,2.415,2.103,19.471,0
6,112.362,91.4155,20.9465,111.5,91.3,20.2,0.909,62.96296,1.42,53.387,32.227,3,111.502,89.9724,21.5292,110.1,91.3,18.8,0.896,78.57143,1.545,55.045,28.411,1
7,110.975,93.4227,17.5522,110.4,93.4,17.0,0.873,60.86957,1.529,60.198,34.098,15,108.656,107.44,1.21622,107.5,106.7,0.8,0.522,56.52174,1.496,1.124,16.652,1
1,118.957,88.3445,30.6122,117.4,90.8,26.6,0.951,79.31034,1.627,73.109,40.223,8,110.416,86.6625,23.7539,108.9,88.3,20.6,0.918,84.61538,2.231,11.054,16.033,1
12,109.326,99.1533,10.1728,109.1,98.4,10.7,0.766,57.14286,2.035,34.182,34.218,4,110.059,91.2923,18.7671,109.0,92.2,16.8,0.873,71.42857,1.061,61.902,36.37,0
11,113.82,97.5937,16.2268,112.2,97.3,14.9,0.837,64.0,1.527,64.21,28.455,3,116.128,95.8073,20.3206,115.1,94.9,20.2,0.902,66.66667,1.787,44.317,34.198,0
10,108.651,90.5084,18.1428,106.6,91.9,14.7,0.846,57.69231,1.953,55.802,38.152,2,118.922,90.1017,28.8202,119.0,89.4,29.6,0.964,88.46154,1.843,57.911,18.87,1
1,126.111,89.4872,36.6241,125.3,89.6,35.7,0.979,100.0,1.528,80.761,24.19,5,114.87,93.5652,21.3051,114.2,94.1,20.1,0.903,71.42857,2.215,57.988,30.082,0
6,112.883,90.6583,22.2245,113.3,90.2,23.1,0.932,75.86207,1.679,47.985,32.675,7,114.453,96.7728,17.6799,114.0,96.1,17.9,0.877,76.92308,2.265,49.314,31.097,0
1,119.434,88.6425,30.7915,117.7,90.8,26.9,0.952,83.33333,2.078,66.856,35.087,4,116.442,94.3726,22.0698,117.2,93.7,23.5,0.929,72.72727,1.949,53.523,27.679,0
11,113.403,97.4859,15.9175,114.2,96.2,18.0,0.878,65.38462,1.376,82.595,34.379,2,111.722,86.734,24.9876,110.7,88.6,22.1,0.928,80.0,1.841,70.27,31.992,0
1,123.265,93.7679,29.4969,123.4,93.5,29.9,0.961,91.66667,1.967,57.416,27.876,5,118.602,95.984,22.6184,118.5,97.2,21.3,0.907,72.72727,1.829,73.753,30.52,0
3,111.502,89.9724,21.5292,110.1,91.3,18.8,0.896,78.57143,1.545,55.045,28.411,15,108.656,107.44,1.21622,107.5,106.7,0.8,0.522,56.52174,1.496,1.124,16.652,0
8,110.416,86.6625,23.7539,108.9,88.3,20.6,0.918,84.61538,2.231,11.054,16.033,12,109.326,99.1533,10.1728,109.1,98.4,10.7,0.766,57.14286,2.035,34.182,34.218,1
11,113.82,97.5937,16.2268,112.2,97.3,14.9,0.837,64.0,1.527,64.21,28.455,2,118.922,90.1017,28.8202,119.0,89.4,29.6,0.964,88.46154,1.843,57.911,18.87,1
1,126.111,89.4872,36.6241,125.3,89.6,35.7,0.979,100.0,1.528,80.761,24.19,6,112.883,90.6583,22.2245,113.3,90.2,23.1,0.932,75.86207,1.679,47.985,32.675,0
1,119.434,88.6425,30.7915,117.7,90.8,26.9,0.952,83.33333,2.078,66.856,35.087,11,113.403,97.4859,15.9175,114.2,96.2,18.0,0.878,65.38462,1.376,82.595,34.379,1
1,123.265,93.7679,29.4969,123.4,93.5,29.9,0.961,91.66667,1.967,57.416,27.876,3,111.502,89.9724,21.5292,110.1,91.3,18.8,0.896,78.57143,1.545,55.045,28.411,0
12,109.326,99.1533,10.1728,109.1,98.4,10.7,0.766,57.14286,2.035,34.182,34.218,2,118.922,90.1017,28.8202,119.0,89.4,29.6,0.964,88.46154,1.843,57.911,18.87,1
1,126.111,89.4872,36.6241,125.3,89.6,35.7,0.979,100.0,1.528,80.761,24.19,11,113.403,97.4859,15.9175,114.2,96.2,18.0,0.878,65.38462,1.376,82.595,34.379,0
1,123.265,93.7679,29.4969,123.4,93.5,29.9,0.961,91.66667,1.967,57.416,27.876,2,118.922,90.1017,28.8202,119.0,89.4,29.6,0.964,88.46154,1.843,57.911,18.87,0
1,126.111,89.4872,36.6241,125.3,89.6,35.7,0.979,100.0,1.528,80.761,24.19,1,123.265,93.7679,29.4969,123.4,93.5,29.9,0.961,91.66667,1.967,57.416,27.876,1
1,120.084,88.0911,31.9925,119.3,88.3,31.0,0.97,85.29412,0.687,88.931,37.373,16,106.552,109.751,-3.19855,105.8,108.7,-2.9,0.423,51.6129,1.355,0.2,14.601,0
8,104.312,88.6222,15.6895,104.0,86.9,17.1,0.888,78.125,1.496,39.794,17.529,9,110.31,95.7335,14.5761,111.1,93.9,17.2,0.874,74.19355,2.283,28.974,22.705,1
5,117.395,96.7173,20.6776,116.4,96.6,19.8,0.895,69.69697,1.657,82.586,32.171,12,110.565,99.7435,10.8215,108.7,99.7,9.0,0.73,80.64516,1.845,0.345,11.295,1
4,118.433,93.9634,24.4696,118.0,94.3,23.7,0.93,75.0,1.91,66.436,30.716,13,102.575,96.3024,6.27254,101.1,95.4,5.7,0.661,65.71429,1.835,66.081,17.33,0
6,113.82,93.8429,19.9776,112.5,93.8,18.7,0.89,68.75,0.692,78.823,33.402,11,114.834,101.76,13.0739,113.4,101.3,12.1,0.785,83.33333,1.44,6.407,14.18,0
3,118.485,97.5196,20.9656,118.3,97.1,21.2,0.907,81.25,1.102,66.287,30.387,14,111.702,103.115,8.58693,110.1,102.0,8.1,0.707,75.0,2.113,15.117,14.894,0
7,113.376,92.4055,20.9708,112.9,92.7,20.2,0.906,60.60606,1.928,53.581,35.477,10,110.671,96.2136,14.4575,109.5,96.6,12.9,0.809,61.76471,1.7,71.523,34.824,1
2,121.729,90.3679,31.3607,120.0,91.9,28.1,0.956,82.35294,1.768,70.057,37.031,15,100.892,101.25,-0.35828,100.0,101.1,-1.1,0.469,57.57576,1.997,3.589,11.714,0
1,125.125,92.336,32.7887,124.1,91.6,32.5,0.971,90.90909,1.839,55.473,21.704,16,106.184,110.432,-4.2487,104.8,110.3,-5.5,0.357,58.06452,1.741,0.2,7.488,0
8,110.213,93.9133,16.3,109.4,93.4,16.0,0.86,60.60606,1.632,73.806,30.432,9,113.517,98.2238,15.2935,112.0,98.1,13.9,0.821,59.375,1.457,57.749,32.475,1
5,114.15,95.7294,18.4207,112.2,95.7,16.5,0.862,72.72727,1.536,71.641,24.34,12,112.038,98.706,13.3317,110.5,98.5,12.0,0.79,86.2069,1.497,8.231,12.081,1
4,112.987,90.4293,22.5574,111.3,92.1,19.2,0.898,79.41176,1.929,59.895,32.314,13,107.949,99.2286,8.72064,107.2,98.1,9.1,0.735,81.25,1.441,7.768,10.844,0
6,114.89,94.5531,20.337,113.2,95.2,18.0,0.88,90.90909,2.316,7.39,17.002,11,109.774,98.5646,11.2091,108.9,97.9,11.0,0.773,68.75,1.328,71.073,21.239,0
3,112.694,85.9468,26.7476,112.1,86.3,25.8,0.953,81.25,1.87,47.191,29.682,14,109.235,102.676,6.55918,108.4,101.6,6.8,0.678,75.0,1.616,4.597,11.952,0
7,114.0,95.0771,18.9229,112.9,95.5,17.4,0.873,87.87879,2.696,35.414,15.433,10,110.219,91.895,18.3239,109.8,91.4,18.4,0.892,55.88235,1.39,79.849,34.588,1
2,115.516,86.081,29.4352,115.3,86.2,29.1,0.966,82.35294,1.42,80.432,32.909,15,107.36,103.814,3.54691,106.7,103.2,3.5,0.595,75.0,2.401,19.258,9.661,0
1,123.571,87.9163,35.6552,122.6,88.7,33.9,0.976,90.625,1.552,73.381,33.411,16,107.475,108.218,-0.74352,105.5,107.2,-1.7,0.454,64.51613,1.73,0.2,13.189,0
8,112.779,97.6963,15.0831,113.1,96.6,16.5,0.86,62.5,1.67,48.937,28.95,9,109.401,93.8663,15.5345,108.9,92.8,16.1,0.863,59.375,2.126,58.325,35.499,1
5,110.809,87.134,23.675,108.9,88.8,20.1,0.913,69.69697,1.84,59.597,36.867,12,107.7,92.5481,15.1521,106.4,92.9,13.5,0.826,65.71429,1.237,80.047,21.269,1
4,107.96,87.7377,20.2225,106.5,87.5,19.0,0.906,75.75758,2.149,48.118,32.441,13,106.606,97.144,9.46217,105.5,97.0,8.5,0.724,85.29412,2.127,18.762,10.843,1
6,116.973,98.1987,18.7745,115.1,98.7,16.4,0.854,73.52941,1.66,68.466,25.545,11,114.634,96.9231,17.7106,114.2,97.3,16.9,0.863,66.66667,1.414,27.239,22.544,0
3,121.093,95.0422,26.0512,121.0,95.6,25.4,0.938,71.875,1.565,56.197,35.323,14,101.929,96.3508,5.57853,100.4,95.5,4.9,0.64,76.47059,1.764,33.997,11.544,0
7,111.566,94.515,17.0509,112.1,93.9,18.2,0.885,82.35294,1.891,51.633,24.662,10,117.163,101.207,15.9555,116.4,100.5,15.9,0.844,66.66667,1.504,55.647,31.994,1
2,122.479,95.4987,26.98,122.9,95.0,27.9,0.951,84.84848,2.179,55.685,34.04,15,110.038,105.751,4.2867,108.4,105.5,2.9,0.577,69.69697,1.573,10.836,11.298,0
1,119.872,90.701,29.171,119.2,91.2,28.0,0.956,81.81818,1.759,76.654,36.978,16,106.514,109.593,-3.07828,105.2,110.1,-4.9,0.372,53.125,2.012,7.379,9.366,0
8,112.966,96.3467,16.6198,111.2,95.9,15.3,0.846,81.81818,1.314,9.835,16.722,9,106.98,93.6134,13.3669,106.0,93.4,12.6,0.811,76.47059,2.147,74.311,23.31,1
5,119.571,96.2397,23.3317,119.4,95.9,23.5,0.926,73.52941,2.174,57.754,32.322,12,112.605,99.0173,13.588,111.6,98.8,12.8,0.802,87.5,2.0,13.806,10.958,0
4,112.746,92.0406,20.7051,112.5,92.2,20.3,0.908,73.52941,1.073,89.423,38.465,13,111.465,102.718,8.74685,110.0,102.8,7.2,0.685,69.69697,2.104,5.836,14.55,0
6,118.992,97.1452,21.8472,118.2,96.1,22.1,0.915,67.64706,1.485,56.016,33.257,11,109.268,94.1896,15.0781,108.3,94.1,14.2,0.834,57.57576,1.46,56.419,33.733,1
3,114.118,91.6934,22.4249,114.1,90.9,23.2,0.932,91.17647,1.802,36.791,21.749,14,107.886,102.289,5.59737,107.6,101.3,6.3,0.667,71.875,2.184,41.152,15.85,0
7,118.357,97.6422,20.7146,115.8,97.9,17.9,0.873,86.66667,1.792,1.063,18.861,10,109.303,96.3961,12.9072,107.8,97.0,10.8,0.771,60.60606,1.521,54.346,26.683,0
2,118.223,90.8094,27.4133,116.9,91.7,25.2,0.942,81.81818,0.592,95.376,33.711,15,103.625,101.539,2.08626,102.2,101.0,1.2,0.534,79.31034,2.044,1.775,7.994,0
1,120.084,88.0911,31.9925,119.3,88.3,31.0,0.97,85.29412,0.687,88.931,37.373,9,110.31,95.7335,14.5761,111.1,93.9,17.2,0.874,74.19355,2.283,28.974,22.705,0
12,110.565,99.7435,10.8215,108.7,99.7,9.0,0.73,80.64516,1.845,0.345,11.295,4,118.433,93.9634,24.4696,118.0,94.3,23.7,0.93,75.0,1.91,66.436,30.716,1
6,113.82,93.8429,19.9776,112.5,93.8,18.7,0.89,68.75,0.692,78.823,33.402,3,118.485,97.5196,20.9656,118.3,97.1,21.2,0.907,81.25,1.102,66.287,30.387,1
10,110.671,96.2136,14.4575,109.5,96.6,12.9,0.809,61.76471,1.7,71.523,34.824,2,121.729,90.3679,31.3607,120.0,91.9,28.1,0.956,82.35294,1.768,70.057,37.031,1
1,125.125,92.336,32.7887,124.1,91.6,32.5,0.971,90.90909,1.839,55.473,21.704,9,113.517,98.2238,15.2935,112.0,98.1,13.9,0.821,59.375,1.457,57.749,32.475,0
12,112.038,98.706,13.3317,110.5,98.5,12.0,0.79,86.2069,1.497,8.231,12.081,4,112.987,90.4293,22.5574,111.3,92.1,19.2,0.898,79.41176,1.929,59.895,32.314,1
6,114.89,94.5531,20.337,113.2,95.2,18.0,0.88,90.90909,2.316,7.39,17.002,3,112.694,85.9468,26.7476,112.1,86.3,25.8,0.953,81.25,1.87,47.191,29.682,1
10,110.219,91.895,18.3239,109.8,91.4,18.4,0.892,55.88235,1.39,79.849,34.588,2,115.516,86.081,29.4352,115.3,86.2,29.1,0.966,82.35294,1.42,80.432,32.909,1
1,123.571,87.9163,35.6552,122.6,88.7,33.9,0.976,90.625,1.552,73.381,33.411,9,109.401,93.8663,15.5345,108.9,92.8,16.1,0.863,59.375,2.126,58.325,35.499,0
12,107.7,92.5481,15.1521,106.4,92.9,13.5,0.826,65.71429,1.237,80.047,21.269,13,106.606,97.144,9.46217,105.5,97.0,8.5,0.724,85.29412,2.127,18.762,10.843,0
6,116.973,98.1987,18.7745,115.1,98.7,16.4,0.854,73.52941,1.66,68.466,25.545,3,121.093,95.0422,26.0512,121.0,95.6,25.4,0.938,71.875,1.565,56.197,35.323,1
10,117.163,101.207,15.9555,116.4,100.5,15.9,0.844,66.66667,1.504,55.647,31.994,2,122.479,95.4987,26.98,122.9,95.0,27.9,0.951,84.84848,2.179,55.685,34.04,1
1,119.872,90.701,29.171,119.2,91.2,28.0,0.956,81.81818,1.759,76.654,36.978,9,106.98,93.6134,13.3669,106.0,93.4,12.6,0.811,76.47059,2.147,74.311,23.31,0
5,119.571,96.2397,23.3317,119.4,95.9,23.5,0.926,73.52941,2.174,57.754,32.322,4,112.746,92.0406,20.7051,112.5,92.2,20.3,0.908,73.52941,1.073,89.423,38.465,0
11,109.268,94.1896,15.0781,108.3,94.1,14.2,0.834,57.57576,1.46,56.419,33.733,3,114.118,91.6934,22.4249,114.1,90.9,23.2,0.932,91.17647,1.802,36.791,21.749,1
7,118.357,97.6422,20.7146,115.8,97.9,17.9,0.873,86.66667,1.792,1.063,18.861,2,118.223,90.8094,27.4133,116.9,91.7,25.2,0.942,81.81818,0.592,95.376,33.711,1
1,120.084,88.0911,31.9925,119.3,88.3,31.0,0.97,85.29412,0.687,88.931,37.373,4,118.433,93.9634,24.4696,118.0,94.3,23.7,0.93,75.0,1.91,66.436,30.716,0
3,118.485,97.5196,20.9656,118.3,97.1,21.2,0.907,81.25,1.102,66.287,30.387,2,121.729,90.3679,31.3607,120.0,91.9,28.1,0.956,82.35294,1.768,70.057,37.031,1
1,125.125,92.336,32.7887,124.1,91.6,32.5,0.971,90.90909,1.839,55.473,21.704,4,112.987,90.4293,22.5574,111.3,92.1,19.2,0.898,79.41176,1.929,59.895,32.314,0
3,112.694,85.9468,26.7476,112.1,86.3,25.8,0.953,81.25,1.87,47.191,29.682,2,115.516,86.081,29.4352,115.3,86.2,29.1,0.966,82.35294,1.42,80.432,32.909,0
1,123.571,87.9163,35.6552,122.6,88.7,33.9,0.976,90.625,1.552,73.381,33.411,12,107.7,92.5481,15.1521,106.4,92.9,13.5,0.826,65.71429,1.237,80.047,21.269,0
3,121.093,95.0422,26.0512,121.0,95.6,25.4,0.938,71.875,1.565,56.197,35.323,2,122.479,95.4987,26.98,122.9,95.0,27.9,0.951,84.84848,2.179,55.685,34.04,0
1,119.872,90.701,29.171,119.2,91.2,28.0,0.956,81.81818,1.759,76.654,36.978,5,119.571,96.2397,23.3317,119.4,95.9,23.5,0.926,73.52941,2.174,57.754,32.322,1
3,114.118,91.6934,22.4249,114.1,90.9,23.2,0.932,91.17647,1.802,36.791,21.749,2,118.223,90.8094,27.4133,116.9,91.7,25.2,0.942,81.81818,0.592,95.376,33.711,1
1,120.084,88.0911,31.9925,119.3,88.3,31.0,0.97,85.29412,0.687,88.931,37.373,2,121.729,90.3679,31.3607,120.0,91.9,28.1,0.956,82.35294,1.768,70.057,37.031,1
1,125.125,92.336,32.7887,124.1,91.6,32.5,0.971,90.90909,1.839,55.473,21.704,3,112.694,85.9468,26.7476,112.1,86.3,25.8,0.953,81.25,1.87,47.191,29.682,1
1,123.571,87.9163,35.6552,122.6,88.7,33.9,0.976,90.625,1.552,73.381,33.411,3,121.093,95.0422,26.0512,121.0,95.6,25.4,0.938,71.875,1.565,56.197,35.323,0
5,119.571,96.2397,23.3317,119.4,95.9,23.5,0.926,73.52941,2.174,57.754,32.322,2,118.223,90.8094,27.4133,116.9,91.7,25.2,0.942,81.81818,0.592,95.376,33.711,0
2,121.729,90.3679,31.3607,120.0,91.9,28.1,0.956,82.35294,1.768,70.057,37.031,3,112.694,85.9468,26.7476,112.1,86.3,25.8,0.953,81.25,1.87,47.191,29.682,1
1,123.571,87.9163,35.6552,122.6,88.7,33.9,0.976,90.625,1.552,73.381,33.411,5,119.571,96.2397,23.3317,119.4,95.9,23.5,0.926,73.52941,2.174,57.754,32.322,0
3,112.694,85.9468,26.7476,112.1,86.3,25.8,0.953,81.25,1.87,47.191,29.682,1,123.571,87.9163,35.6552,122.6,88.7,33.9,0.976,90.625,1.552,73.381,33.411,1
1,116.528,84.3753,32.1527,115.2,85.0,30.2,0.971,93.93939,1.72,71.072,30.429,16,103.389,105.297,-1.9086,102.5,105.5,-3.0,0.418,67.74194,1.951,10.296,11.536,1
8,116.454,99.1744,17.2792,117.3,97.0,20.3,0.899,64.51613,1.695,48.746,32.808,9,112.178,97.4236,14.7543,112.3,95.8,16.5,0.862,66.66667,1.344,47.73,31.68,1
5,116.426,96.019,20.4069,115.1,95.7,19.4,0.893,70.58824,0.189,95.962,31.972,12,117.399,102.494,14.9051,116.7,102.5,14.2,0.816,65.625,1.744,20.885,18.185,0
4,119.012,99.6425,19.3692,117.4,100.1,17.3,0.862,79.41176,1.51,82.727,22.509,13,114.284,103.791,10.4931,113.6,102.6,11.0,0.763,75.75758,1.751,10.891,14.057,1
6,113.309,97.5988,15.7103,112.6,95.5,17.1,0.869,70.96774,1.249,81.652,28.51,11,111.331,96.1911,15.1402,109.0,96.8,12.2,0.797,84.375,1.803,16.801,14.914,1
3,114.839,92.6901,22.1486,114.3,92.3,22.0,0.921,75.75758,1.393,47.881,32.934,14,101.068,98.251,2.81674,99.6,96.5,3.1,0.59,71.875,1.455,0.375,11.684,0
7,119.901,101.72,18.1814,118.0,101.5,16.5,0.85,79.41176,2.161,57.081,19.663,10,109.372,93.914,15.4577,108.6,92.7,15.9,0.861,57.57576,0.957,74.625,36.484,0
2,113.155,86.158,26.9966,111.1,86.5,24.6,0.947,88.23529,1.731,63.963,21.576,15,109.045,101.835,7.20921,107.2,100.7,6.5,0.673,68.75,1.916,31.565,9.801,0
1,120.74,99.0492,21.6909,121.4,97.3,24.1,0.927,84.84848,1.844,76.28,31.853,16,105.281,112.94,-7.659,104.8,112.9,-8.1,0.298,44.11765,2.025,30.177,18.818,0
8,113.275,97.803,15.4717,113.0,96.3,16.7,0.863,61.29032,1.805,45.402,29.725,9,115.822,99.9984,15.8239,114.5,98.4,16.1,0.851,64.51613,1.607,59.86,29.762,1
5,116.15,95.0408,21.1094,116.1,93.6,22.5,0.923,75.0,1.815,59.776,29.904,12,114.629,104.038,10.5907,114.0,101.6,12.4,0.79,80.0,2.117,2.923,15.634,0
4,119.824,95.0891,24.7352,118.3,95.2,23.1,0.924,88.23529,1.51,73.63,19.117,13,105.672,96.6156,9.0562,103.5,96.2,7.3,0.699,77.41935,1.785,0.208,12.559,0
6,115.787,95.2473,20.5396,114.6,95.1,19.5,0.895,78.78788,2.125,24.411,20.996,11,111.286,97.1358,14.1504,110.6,95.7,14.9,0.841,67.74194,1.608,61.723,19.129,0
3,115.9,92.7095,23.1909,114.3,92.5,21.8,0.919,79.41176,1.626,56.368,32.027,14,110.144,99.3132,10.8304,107.6,99.1,8.5,0.72,77.41935,1.738,16.392,13.047,0
7,111.204,94.2949,16.9086,110.3,93.6,16.7,0.869,62.5,1.551,82.201,33.417,10,108.926,97.0075,11.9189,108.7,96.5,12.2,0.797,61.76471,1.894,60.949,34.553,0
2,121.959,96.9241,25.0348,121.2,96.8,24.4,0.93,71.42857,1.844,77.447,39.014,15,103.793,103.43,0.363623,102.6,101.8,0.8,0.523,68.96552,1.601,5.68,15.067,0
1,127.384,95.9749,31.4091,127.7,95.4,32.3,0.966,88.23529,1.313,80.592,32.489,16,103.581,103.629,-0.04778,101.8,103.5,-1.7,0.453,62.5,1.584,1.613,12.213,0
8,115.016,98.3773,16.6388,114.4,98.4,16.0,0.85,65.625,1.785,75.538,29.946,9,108.459,94.6334,13.8252,107.0,94.8,12.2,0.801,55.88235,0.744,73.914,30.311,1
5,119.151,97.3766,21.7748,119.1,95.3,23.8,0.929,70.58824,1.669,38.54,33.146,12,113.139,100.444,12.6951,111.1,101.2,9.9,0.745,82.75862,1.887,0.2,10.363,0
4,121.925,101.857,20.068,120.4,101.5,18.9,0.877,78.125,2.303,38.199,24.125,13,109.328,103.944,5.38402,107.8,103.4,4.4,0.618,69.69697,1.443,2.18,16.115,1
6,115.14,96.4262,18.7137,116.0,95.2,20.8,0.907,62.5,1.885,69.428,31.853,11,112.288,101.093,11.1954,110.4,100.6,9.8,0.744,78.125,2.209,5.279,18.499,0
3,114.03,92.0873,21.9424,112.9,91.1,21.8,0.922,72.72727,1.786,36.705,31.897,14,104.983,99.4206,5.56289,104.1,98.3,5.8,0.659,80.0,1.934,16.014,9.583,0
7,117.32,101.685,15.635,117.0,100.3,16.7,0.855,67.64706,2.109,39.343,30.695,10,115.758,97.8916,17.8667,115.4,95.5,19.9,0.898,60.60606,1.614,52.743,35.194,1
2,123.248,96.5818,26.6663,123.6,94.4,29.2,0.957,82.35294,2.106,59.458,30.493,15,104.984,103.669,1.3154,102.6,103.8,-1.2,0.467,62.06897,1.488,0.2,12.991,0
1,120.933,97.6938,23.2388,121.7,95.7,26.0,0.941,79.41176,1.783,80.44,34.024,16,103.553,99.8577,3.69539,103.1,97.6,5.5,0.653,74.19355,1.833,14.406,10.435,0
8,116.335,98.9994,17.3352,116.5,97.4,19.1,0.887,65.625,2.043,61.137,32.678,9,116.426,101.294,15.1323,114.8,101.1,13.7,0.812,65.625,1.734,43.838,28.427,0
5,113.774,93.5052,20.2693,111.6,93.7,17.9,0.882,71.875,2.022,54.866,31.364,12,108.457,94.9001,13.5573,106.9,94.2,12.7,0.811,83.33333,2.012,16.867,14.546,0
4,118.196,97.5614,20.6348,117.0,97.1,19.9,0.895,78.125,1.241,58.941,25.991,13,109.887,105.153,4.73418,106.7,105.1,1.6,0.543,77.41935,2.061,4.156,10.655,0
6,120.625,101.705,18.9201,120.4,101.1,19.3,0.882,65.625,2.036,29.047,31.458,11,107.705,94.1122,13.5929,106.3,93.0,13.3,0.823,60.60606,0.961,81.271,29.15,1
3,119.983,93.6364,26.3461,119.4,93.7,25.7,0.942,87.87879,1.323,84.499,27.212,14,109.182,102.368,6.8137,107.6,101.9,5.7,0.652,73.52941,1.977,0.2,12.477,0
7,111.71,97.328,14.3818,110.2,96.5,13.7,0.822,78.125,2.171,56.579,19.269,10,115.128,100.709,14.419,115.9,99.3,16.6,0.855,58.06452,1.253,70.869,35.193,0
2,122.602,93.467,29.1348,123.2,93.9,29.3,0.958,78.78788,0.688,92.943,31.36,15,110.261,107.388,2.87263,108.8,107.3,1.5,0.54,60.60606,2.223,0.2,11.688,0
16,103.389,105.297,-1.9086,102.5,105.5,-3.0,0.418,67.74194,1.951,10.296,11.536,9,112.178,97.4236,14.7543,112.3,95.8,16.5,0.862,66.66667,1.344,47.73,31.68,1
5,116.426,96.019,20.4069,115.1,95.7,19.4,0.893,70.58824,0.189,95.962,31.972,13,114.284,103.791,10.4931,113.6,102.6,11.0,0.763,75.75758,1.751,10.891,14.057,0
11,111.331,96.1911,15.1402,109.0,96.8,12.2,0.797,84.375,1.803,16.801,14.914,3,114.839,92.6901,22.1486,114.3,92.3,22.0,0.921,75.75758,1.393,47.881,32.934,0
7,119.901,101.72,18.1814,118.0,101.5,16.5,0.85,79.41176,2.161,57.081,19.663,2,113.155,86.158,26.9966,111.1,86.5,24.6,0.947,88.23529,1.731,63.963,21.576,0
